class_idx,wnid,class_name,natural,handheld,indoor,self_moving,soft,elongated
581,n04033901,quill,0,1,1,0,0,1
582,n04033995,quilt,0,1,1,0,1,0
583,n04037443,racer,0,0,0,1,0,1
584,n04041544,radio,0,1,1,0,0,0
585,n04044716,radio telescope,0,0,0,0,0,0
586,n04049303,rain barrel,0,0,0,0,0,0
587,n04050066,rake,0,1,0,0,0,1
588,n04065272,recreational vehicle,0,0,0,1,0,1
589,n04069434,reflex camera,0,1,1,0,0,0
590,n04070727,refrigerator,0,0,1,0,0,0
591,n04074963,remote control,0,1,1,0,0,1
592,n04081281,restaurant,0,0,1,0,0,0
593,n04086273,revolver,0,1,1,0,0,0
594,n04090263,rifle,0,1,0,0,0,1
595,n04102037,in-line skate,0,1,0,0,0,1
596,n04102406,roller coaster,0,0,0,0,0,1
597,n04111531,rotisserie,0,0,1,0,0,0
598,n04116512,rubber eraser,0,1,1,0,1,0
599,n04118021,rug,0,1,1,0,1,0
600,n04118538,rugby ball,0,1,0,0,0,0
601,n04118776,rule,0,1,1,0,0,1
602,n04120489,running shoe,0,1,1,0,1,0
603,n04125021,safe,0,0,1,0,0,0
604,n04127521,safety razor,0,1,1,0,0,1
605,n04131690,saltshaker,0,1,1,0,0,0
606,n04133789,sandal,0,1,1,0,1,0
607,n04136333,sarong,0,1,1,0,1,0
608,n04140064,saw,0,1,1,0,0,1
609,n04141076,sax,0,1,1,0,0,1
610,n04141327,scabbard,0,1,1,0,0,1
611,n04141975,scale,0,1,1,0,0,0
612,n04143140,scanner,0,0,1,0,0,0
613,n04146614,school bus,0,0,0,1,0,1
614,n04147183,schooner,0,0,0,1,0,1
615,n04148054,scissors,0,1,1,0,0,1
616,n04153751,screw,0,1,1,0,0,1
617,n04154565,screwdriver,0,1,1,0,0,1
618,n04162706,seat belt,0,1,1,0,1,1
619,n04179913,sewing machine,0,1,1,0,0,0
620,n04185804,shaver,0,1,1,0,0,1
621,n04192698,shield,0,1,0,0,0,0
622,n04194127,shin guard,0,1,0,0,1,1
623,n04200800,shoe shop,0,0,1,0,0,0
624,n04201297,shoji,0,0,1,0,0,0
625,n04204238,shopping basket,0,1,1,0,0,0
626,n04204347,shopping cart,0,0,1,1,0,0
627,n04205318,short pants,0,1,1,0,1,0
628,n04208210,shovel,0,1,0,0,0,1
629,n04209133,shower cap,0,1,1,0,1,0
630,n04209239,shower curtain,0,1,1,0,1,0
631,n04210120,shredder,0,0,1,0,0,0
632,n04220250,silo,0,0,0,0,0,1
633,n04229816,ski mask,0,1,0,0,1,0
634,n04233124,skyscraper,0,0,0,0,0,1
635,n04235860,sleeping bag,0,1,0,0,1,1
636,n04239436,sling,0,1,1,0,1,0
637,n04243546,slot,0,0,1,0,0,0
638,n04251144,snorkel,0,1,0,0,0,1
639,n04252077,snowmobile,0,0,0,1,0,0
640,n04252225,snowplow,0,0,0,1,0,1
641,n04254680,soccer ball,0,1,0,0,0,0
642,n04254777,sock,0,1,1,0,1,1
643,n04258138,solar dish,0,0,0,0,0,0
644,n04259630,sombrero,0,1,1,0,1,0
645,n04270147,spatula,0,1,1,0,0,1
646,n04273569,speedboat,0,0,0,1,0,1
647,n04275548,spider web,1,0,0,0,1,0
648,n04295881,stadium,0,0,0,0,0,0
649,n04310018,steam locomotive,0,0,0,1,0,1
650,n04317175,stethoscope,0,1,1,0,1,1
651,n04325704,stole,0,1,1,0,1,1
652,n04326547,stone wall,0,0,0,0,0,1
653,n04332074,straight razor,0,1,1,0,0,1
654,n04346328,stupa,0,0,0,0,0,0
655,n04347754,submarine,0,0,0,1,0,1
656,n04349306,subway train,0,0,0,1,0,1
657,n04350905,suit,0,1,1,0,1,0
658,n04355338,sundial,0,0,0,0,0,0
659,n04367480,swab,0,1,1,0,0,1
660,n04371430,swimming trunks,0,1,1,0,1,0
661,n04373704,swivel chair,0,0,1,0,0,0
662,n04373894,sword,0,1,1,0,0,1
663,n04376876,syringe,0,1,1,0,0,1
664,n04381587,table-tennis table,0,0,1,0,0,0
665,n04389033,tank,0,0,0,1,0,1
666,n04392985,tape player,0,1,1,0,0,0
667,n04398044,teapot,0,1,1,0,0,0
668,n04404412,television,0,0,1,0,0,0
669,n04409515,tennis ball,0,1,0,0,1,0
670,n04411264,tent,0,0,0,0,1,0
671,n04417672,thatch,0,0,0,0,0,0
672,n04418357,theater curtain,0,0,1,0,1,0
673,n04421872,thermometer,0,1,1,0,0,1
674,n04423845,thimble,0,1,1,0,0,0
675,n04428191,thresher,0,0,0,1,0,0
676,n04435653,tile roof,0,0,0,0,0,0
677,n04442312,toaster,0,1,1,0,0,0
678,n04443257,tobacco shop,0,0,1,0,0,0
679,n04453156,toothbrush,0,1,1,0,0,1
680,n04458633,totem pole,0,0,0,0,0,1
681,n04462240,toyshop,0,0,1,0,0,0
682,n04464615,trackball,0,1,1,0,0,0
683,n04465501,tractor,0,0,0,1,0,0
684,n04467665,trailer truck,0,0,0,1,0,1
685,n04482393,tricycle,0,0,0,1,0,0
686,n04483307,trimaran,0,0,0,1,0,1
687,n04486054,triumphal arch,0,0,0,0,0,0
688,n04487081,trolleybus,0,0,0,1,0,1
689,n04487394,trombone,0,1,1,0,0,1
690,n04489817,trowel,0,1,0,0,0,1
691,n04491638,trundle bed,0,0,1,0,1,0
692,n04496726,tumble-dryer,0,0,1,0,0,0
693,n04498389,turban,0,1,1,0,1,0
694,n04501370,turnstile,0,0,1,0,0,0
695,n04507155,umbrella,0,1,0,0,0,0
696,n04509417,unicycle,0,0,0,1,0,0
697,n04515003,upright,0,0,1,0,0,0
698,n04517823,vacuum,0,1,1,0,0,1
699,n04522168,vase,0,1,1,0,0,0
700,n04523525,vault,0,0,1,0,0,0
701,n04525305,vending machine,0,0,1,0,0,0
702,n04525584,venetian blind,0,0,1,0,0,0
703,n04532106,vestment,0,1,1,0,1,0
704,n04536866,violin,0,1,1,0,0,1
705,n04540053,volleyball,0,1,0,0,1,0
706,n04542943,waffle iron,0,1,1,0,0,0
707,n04548362,wallet,0,1,1,0,1,0
708,n04550184,wardrobe,0,0,1,0,0,0
709,n04552348,warplane,0,0,0,1,0,1
710,n04553703,washbasin,0,0,1,0,0,0
711,n04554684,washer,0,0,1,0,0,0
712,n04555897,watch,0,1,1,0,0,0
713,n04562935,water tower,0,0,0,0,0,1
714,n04576002,wheelchair,0,0,1,1,0,0
715,n04579432,whistle,0,1,1,0,0,0
716,n04584207,wig,0,1,1,0,1,0
717,n04589890,window screen,0,0,1,0,0,0
718,n04590129,window shade,0,0,1,0,1,0
719,n04591157,windsor tie,0,1,1,0,1,1
720,n04596742,wok,0,1,1,0,0,0
721,n04613696,yurt,0,0,0,0,0,0
722,n06267145,newspaper,0,1,1,0,1,0
723,n06359193,web site,0,0,1,0,0,0
724,n06595351,magazine,0,1,1,0,1,0
725,n06785654,crossword puzzle,0,1,1,0,1,0
726,n07711080,french fries,0,1,1,0,1,0
727,n07711569,mashed potato,0,1,1,0,1,0
728,n07713763,mustard,1,1,1,0,1,0
729,n07714448,bok choy,1,1,1,0,1,0
730,n07714571,head cabbage,1,1,1,0,0,0
731,n07714990,broccoli,1,1,1,0,0,0
732,n07715103,cauliflower,1,1,1,0,0,0
733,n07715221,brussels sprouts,1,1,1,0,0,0
734,n07716358,zucchini,1,1,1,0,0,1
735,n07716906,spaghetti squash,1,1,1,0,0,1
736,n07717410,acorn squash,1,1,1,0,0,0
737,n07717556,butternut squash,1,1,1,0,0,1
738,n07718472,cucumber,1,1,1,0,0,1
739,n07718747,artichoke,1,1,1,0,0,0
740,n07719213,asparagus,1,1,1,0,0,1
741,n07720277,chard,1,1,1,0,1,1
742,n07720875,bell pepper,1,1,1,0,0,0
743,n07721195,pimento,1,1,1,0,0,0
744,n07721678,jalapeno,1,1,1,0,0,1
745,n07722485,green onion,1,1,1,0,0,1
746,n07723039,leek,1,1,1,0,0,1
747,n07723177,shallot,1,1,1,0,0,0
748,n07723559,lettuce,1,1,1,0,1,0
749,n07725531,green pea,1,1,1,0,0,0
750,n07726095,chickpea,1,1,1,0,0,0
751,n07727048,kidney bean,1,1,1,0,0,0
752,n07729485,soy,1,1,1,0,0,0
753,n07730033,cardoon,1,1,1,0,0,1
754,n07730406,celery,1,1,1,0,0,1
755,n07732747,cress,1,1,1,0,1,0
756,n07734292,cherry tomato,1,1,1,0,1,0
757,n07734744,mushroom,1,1,1,0,1,0
758,n07735404,parsnip,1,1,1,0,0,1
759,n07735510,pumpkin,1,1,1,0,0,0
760,n07735803,turnip,1,1,1,0,0,0
761,n07736692,spinach,1,1,1,0,1,0
762,n07737745,peanut,1,1,1,0,0,0
763,n07739344,crab apple,1,1,1,0,0,0
764,n07742313,granny smith,1,1,1,0,0,0
765,n07743544,blueberry,1,1,1,0,0,0
766,n07743902,cranberry,1,1,1,0,0,0
767,n07744246,currant,1,1,1,0,0,0
768,n07744811,blackberry,1,1,1,0,1,0
769,n07745466,raspberry,1,1,1,0,1,0
770,n07745940,strawberry,1,1,1,0,1,0
771,n07746186,persimmon,1,1,1,0,1,0
772,n07747607,orange,1,1,1,0,1,0
773,n07749446,kumquat,1,1,1,0,1,0
774,n07749582,lemon,1,1,1,0,1,0
775,n07749969,grapefruit,1,1,1,0,1,0
776,n07751451,plum,1,1,1,0,1,0
777,n07753113,fig,1,1,1,0,1,0
778,n07753275,pineapple,1,1,1,0,0,0
779,n07753592,banana,1,1,1,0,1,1
780,n07754684,jackfruit,1,1,1,0,0,0
781,n07757132,cherry,1,1,1,0,1,0
782,n07758680,grape,1,1,1,0,1,0
783,n07760859,custard apple,1,1,1,0,1,0
784,n07762913,durian,1,1,1,0,0,0
785,n07764155,mango,1,1,1,0,1,0
786,n07765208,elderberry,1,1,1,0,1,0
787,n07765361,guava,1,1,1,0,1,0
788,n07766173,litchi,1,1,1,0,0,0
789,n07767171,mulberry,1,1,1,0,1,0
790,n07767549,black olive,1,1,1,0,1,0
791,n07768694,pomegranate,1,1,1,0,0,0
792,n07769584,quince,1,1,1,0,0,0
793,n07770763,pumpkin seed,1,1,1,0,0,0
794,n07771212,walnut,1,1,1,0,0,0
795,n07772147,cashew,1,1,1,0,0,0
796,n07772274,chestnut,1,1,1,0,0,0
797,n07772788,hazelnut,1,1,1,0,0,0
798,n07772935,coconut,1,1,1,0,0,0
799,n07774719,pecan,1,1,1,0,0,0
800,n07775050,pistachio,1,1,1,0,0,0
801,n07775197,sunflower seed,1,1,1,0,0,0
802,n07929351,coffee bean,1,1,1,0,0,0
803,n09193705,alp,1,0,0,0,0,0
804,n09246464,cliff,1,0,0,0,0,0
805,n09256479,coral reef,1,0,0,0,0,0
806,n09270735,dune,1,0,0,0,0,0
807,n09288635,geyser,1,0,0,0,0,0
808,n09332890,lakeside,1,0,0,0,0,0
809,n09344324,lunar crater,1,0,0,0,0,0
810,n09399592,promontory,1,0,0,0,0,0
811,n09421951,sandbar,1,0,0,0,0,0
812,n09428293,seashore,1,0,0,0,0,0
813,n09468604,valley,1,0,0,0,0,0
814,n09472597,volcano,1,0,0,0,0,0
815,n11608250,pine,1,0,0,0,0,0
816,n11636835,juniper berry,1,1,0,0,1,0
817,n11664418,ginkgo,1,0,0,0,0,0
818,n11695974,ilang-ilang,1,0,0,0,0,0
819,n11703669,laurel,1,0,0,0,0,0
820,n11709205,star anise,1,1,0,0,0,0
821,n11709674,magnolia,1,0,0,0,0,0
822,n11712282,tulip tree,1,0,0,0,0,0
823,n11721337,lesser celandine,1,1,0,0,1,0
824,n11725821,wood anemone,1,1,0,0,1,0
825,n11727540,blue columbine,1,1,0,0,1,0
826,n11733054,delphinium,1,1,0,0,1,0
827,n11736694,nigella,1,1,0,0,1,0
828,n11748811,peanut,1,1,0,0,0,0
829,n11756669,wattle,1,0,0,0,0,0
830,n11757851,huisache,1,0,0,0,0,0
831,n11759404,silk tree,1,0,0,0,0,0
832,n11759853,rain tree,1,0,0,0,0,0
833,n11770256,dita,1,0,0,0,0,0
834,n11793779,calla lily,1,1,0,0,1,0
835,n11805956,sandwort,1,1,0,0,1,0
836,n11807979,pink,1,1,0,0,1,0
837,n11810358,baby's breath,1,1,0,0,1,0
838,n11821184,ice plant,1,1,0,0,1,0
839,n11826198,globe amaranth,1,1,0,0,1,0
840,n11839568,four o'clock,1,1,0,0,1,0
841,n11859737,virginia spring beauty,1,1,0,0,1,0
842,n11879895,rapeseed,1,1,0,0,1,0
843,n11887119,wallflower,1,1,0,0,1,0
844,n11888800,damask violet,1,1,0,0,1,0
845,n11889619,candytuft,1,1,0,0,1,0
846,n11901294,iceland poppy,1,1,0,0,1,0
847,n11901597,prickly poppy,1,1,0,0,1,0
848,n11901977,oriental poppy,1,1,0,0,1,0
849,n11903671,celandine,1,1,0,0,1,0
850,n11904109,corydalis,1,1,0,0,1,0
851,n11906917,blue poppy,1,1,0,0,1,0
852,n11907100,welsh poppy,1,1,0,0,1,0
853,n11908846,celandine poppy,1,1,0,0,1,0
854,n11921395,pearly everlasting,1,1,0,0,1,0
855,n11923397,yellow chamomile,1,1,0,0,1,0
856,n11939491,daisy,1,1,0,0,1,0
857,n11943660,common marigold,1,1,0,0,1,0
858,n11943992,china aster,1,1,0,0,1,0
859,n11947802,cornflower,1,1,0,0,1,0
860,n11950345,chrysanthemum,1,1,0,0,1,0
861,n11955896,mistflower,1,1,0,0,1,0
862,n11958080,cosmos,1,1,0,0,1,0
863,n11960245,dahlia,1,1,0,0,1,0
864,n11962272,coneflower,1,1,0,0,1,0
865,n11969607,blue daisy,1,1,0,0,1,0
866,n11971248,gazania,1,1,0,0,1,0
867,n11971783,african daisy,1,1,0,0,1,0
868,n11978233,sunflower,1,1,0,0,1,0
869,n11980318,strawflower,1,1,0,0,1,0
870,n12023407,dusty miller,1,1,0,0,1,0
871,n12023726,tansy,1,1,0,0,1,0
872,n12043673,male orchis,1,1,0,0,1,0
873,n12043836,butterfly orchid,1,1,0,0,1,0
874,n12044467,aerides,1,1,0,0,1,0
875,n12047345,brassavola,1,1,0,0,1,0
876,n12047884,spider orchid,1,1,0,0,1,0
877,n12049282,grass pink,1,1,0,0,1,0
878,n12049562,calypso,1,1,0,0,1,0
879,n12050533,cattleya,1,1,0,0,1,0
880,n12051103,red helleborine,1,1,0,0,1,0
881,n12052787,coelogyne,1,1,0,0,1,0
882,n12055516,cymbid,1,1,0,0,1,0
883,n12056217,lady's slipper,1,1,0,0,1,0
884,n12058630,marsh orchid,1,1,0,0,1,0
885,n12059314,dendrobium,1,1,0,0,1,0
886,n12059625,disa,1,1,0,0,1,0
887,n12062468,helleborine,1,1,0,0,1,0
888,n12064389,fragrant orchid,1,1,0,0,1,0
889,n12065316,fringed orchis,1,1,0,0,1,0
890,n12069679,lizard orchid,1,1,0,0,1,0
891,n12070016,laelia,1,1,0,0,1,0
892,n12072722,masdevallia,1,1,0,0,1,0
893,n12073991,odontoglossum,1,1,0,0,1,0
894,n12074408,oncidium,1,1,0,0,1,0
895,n12074867,bee orchid,1,1,0,0,1,0
896,n12075010,fly orchid,1,1,0,0,1,0
897,n12075151,spider orchid,1,1,0,0,1,0
898,n12076223,phaius,1,1,0,0,1,0
899,n12076577,moth orchid,1,1,0,0,1,0
900,n12083591,ladies' tresses,1,1,0,0,1,0
901,n12084890,stanhopea,1,1,0,0,1,0
902,n12085267,stelis,1,1,0,0,1,0
903,n12086012,vanda,1,1,0,0,1,0
904,n12093329,cyclamen,1,1,0,0,1,0
905,n12144580,corn,1,1,0,0,0,1
906,n12154773,pandanus,1,0,0,0,0,0
907,n12158031,gourd,1,1,1,0,0,0
908,n12172364,okra,1,1,1,0,0,1
909,n12189987,baobab,1,0,0,0,0,0
910,n12190410,kapok,1,0,0,0,0,0
911,n12199790,red beech,1,0,0,0,0,0
912,n12201580,cacao,1,0,0,0,0,0
913,n12202936,linden,1,0,0,0,0,0
914,n12242409,sorrel tree,1,0,0,0,0,0
915,n12261808,american beech,1,0,0,0,0,0
916,n12266796,new zealand beech,1,0,0,0,0,0
917,n12267677,acorn,1,1,0,0,0,0
918,n12269241,live oak,1,0,0,0,0,0
919,n12272883,shingle oak,1,0,0,0,0,0
920,n12276872,pin oak,1,0,0,0,0,0
921,n12278650,cork oak,1,0,0,0,0,0
922,n12281788,yellow birch,1,0,0,0,0,0
923,n12281974,american white birch,1,0,0,0,0,0
924,n12282737,downy birch,1,0,0,0,0,0
925,n12284262,alder,1,0,0,0,0,0
926,n12290748,centaury,1,1,0,0,1,0
927,n12293723,gentian,1,1,0,0,1,0
928,n12301445,olive,1,0,0,0,0,0
929,n12302071,fringe tree,1,0,0,0,0,0
930,n12304703,european ash,1,0,0,0,0,0
931,n12317296,iron tree,1,0,0,0,0,0
932,n12345899,mangrove,1,0,0,0,0,0
933,n12360108,begonia,1,1,0,0,1,0
934,n12401684,fig,1,0,0,0,0,0
935,n12403994,paper mulberry,1,0,0,0,0,0
936,n12407079,witch elm,1,0,0,0,0,0
937,n12407222,dutch elm,1,0,0,0,0,0
938,n12478768,cabbage tree,1,0,0,0,0,0
939,n12492106,golden shower tree,1,0,0,0,0,0
940,n12495895,honey locust,1,0,0,0,0,0
941,n12496427,kentucky coffee tree,1,0,0,0,0,0
942,n12496949,logwood,1,0,0,0,0,0
943,n12513613,judas tree,1,0,0,0,0,0
944,n12513933,redbud,1,0,0,0,0,0
945,n12523475,brazilian rosewood,1,0,0,0,0,0
946,n12527738,coral tree,1,0,0,0,0,0
947,n12544539,lentil,1,1,1,0,0,0
948,n12560282,pea,1,1,1,0,0,0
949,n12570394,japanese pagoda tree,1,0,0,0,0,0
950,n12570972,kowhai,1,0,0,0,0,0
951,n12582231,palm,1,0,0,0,0,0
952,n12606438,commelina,1,1,0,0,1,0
953,n12620546,hip,1,1,0,0,0,0
954,n12658118,mountain ash,1,0,0,0,0,0
955,n12663023,arabian coffee,1,0,0,0,0,0
956,n12683407,scabious,1,1,0,0,1,0
957,n12713866,cork tree,1,0,0,0,0,0
958,n12717072,ailanthus,1,0,0,0,0,0
959,n12726670,weeping willow,1,0,0,0,0,0
960,n12727101,pussy willow,1,0,0,0,0,0
961,n12727518,goat willow,1,0,0,0,0,0
962,n12741792,china tree,1,0,0,0,0,0
963,n12753007,silver maple,1,0,0,0,0,0
964,n12754003,oregon maple,1,0,0,0,0,0
965,n12754981,sycamore,1,0,0,0,0,0
966,n12755225,box elder,1,0,0,0,0,0
967,n12755727,japanese maple,1,0,0,0,0,0
968,n12756457,holly,1,0,0,0,0,0
969,n12765115,pepper tree,1,0,0,0,0,0
970,n12768682,buckeye,1,0,0,0,0,0
971,n12774299,balata,1,0,0,0,0,0
972,n12830222,achimenes,1,1,0,0,1,0
973,n12833149,african violet,1,1,1,0,1,0
974,n12833985,streptocarpus,1,1,1,0,1,0
975,n12836862,scorpionweed,1,1,0,0,1,0
976,n12879527,calceolaria,1,1,0,0,1,0
977,n12884260,toadflax,1,1,0,0,1,0
978,n12890265,veronica,1,1,0,0,1,0
979,n12916511,teak,1,0,0,0,0,0
980,n12946849,dogwood,1,0,0,0,0,0
981,n12966945,dead-man's-fingers,1,1,0,0,1,0
982,n12985420,truffle,1,1,0,0,0,0
983,n12985857,coral fungus,1,1,0,0,1,0
984,n12987056,lichen,1,0,0,0,0,0
985,n12998815,agaric,1,1,0,0,1,0
986,n13001930,shiitake,1,1,0,0,1,0
987,n13011595,gill fungus,1,1,0,0,1,0
988,n13032115,morel,1,1,0,0,1,0
989,n13037406,gyromitra,1,1,0,0,1,0
990,n13040303,stinkhorn,1,1,0,0,1,1
991,n13043926,puffball,1,1,0,0,1,0
992,n13044778,earthstar,1,1,0,0,1,0
993,n13049953,polypore,1,1,0,0,0,0
994,n13052670,hen-of-the-woods,1,1,0,0,1,0
995,n13054560,bolete,1,1,0,0,1,0
996,n13060190,jelly fungus,1,1,0,0,1,0
997,n13111881,bonsai,1,1,1,0,0,0
998,n13133613,ear,1,1,0,0,0,1
999,n13136316,bean,1,1,1,0,0,0
