class_idx,wnid,class_name,group_id,group_name
577,n04004767,gong,6,tools_and_instruments
578,n04005630,gown,4,clothing_and_accessories
579,n04009552,grand piano,6,tools_and_instruments
580,n04021028,greenhouse,7,vehicles_and_buildings
581,n04033901,grille,7,vehicles_and_buildings
582,n04033995,grocery store,7,vehicles_and_buildings
583,n04037443,guillotine,6,tools_and_instruments
584,n04041544,hair slide,4,clothing_and_accessories
585,n04044716,hair spray,4,clothing_and_accessories
586,n04049303,half track,7,vehicles_and_buildings
587,n04050066,hammer,6,tools_and_instruments
588,n04065272,hamper,5,furniture_and_appliances
589,n04069434,hand blower,5,furniture_and_appliances
590,n04070727,hand-held computer,6,tools_and_instruments
591,n04074963,handkerchief,4,clothing_and_accessories
592,n04081281,hard disc,5,furniture_and_appliances
593,n04086273,harmonica,6,tools_and_instruments
594,n04090263,harp,6,tools_and_instruments
595,n04102037,harvester,7,vehicles_and_buildings
596,n04102406,hatchet,6,tools_and_instruments
597,n04111531,holster,4,clothing_and_accessories
598,n04116512,home theater,5,furniture_and_appliances
599,n04118021,honeycomb,3,food_plants_and_nature
600,n04118538,hook,6,tools_and_instruments
601,n04118776,hoopskirt,4,clothing_and_accessories
602,n04120489,horizontal bar,6,tools_and_instruments
603,n04125021,horse cart,7,vehicles_and_buildings
604,n04127521,hourglass,6,tools_and_instruments
605,n04131690,iPod,6,tools_and_instruments
606,n04133789,iron,5,furniture_and_appliances
607,n04136333,jack-o'-lantern,3,food_plants_and_nature
608,n04140064,jean,4,clothing_and_accessories
609,n04141076,jeep,7,vehicles_and_buildings
610,n04141327,jersey,4,clothing_and_accessories
611,n04141975,jigsaw puzzle,6,tools_and_instruments
612,n04143140,jinrikisha,7,vehicles_and_buildings
613,n04146614,joystick,6,tools_and_instruments
614,n04147183,kimono,4,clothing_and_accessories
615,n04148054,knee pad,4,clothing_and_accessories
616,n04153751,knot,6,tools_and_instruments
617,n04154565,lab coat,4,clothing_and_accessories
618,n04162706,ladle,3,food_plants_and_nature
619,n04179913,lampshade,5,furniture_and_appliances
620,n04185804,laptop,6,tools_and_instruments
621,n04192698,lawn mower,7,vehicles_and_buildings
622,n04194127,lens cap,6,tools_and_instruments
623,n04200800,letter opener,6,tools_and_instruments
624,n04201297,library,7,vehicles_and_buildings
625,n04204238,lifeboat,7,vehicles_and_buildings
626,n04204347,lighter,6,tools_and_instruments
627,n04205318,limousine,7,vehicles_and_buildings
628,n04208210,liner,7,vehicles_and_buildings
629,n04209133,lipstick,4,clothing_and_accessories
630,n04209239,Loafer,4,clothing_and_accessories
631,n04210120,lotion,4,clothing_and_accessories
632,n04220250,loudspeaker,5,furniture_and_appliances
633,n04229816,loupe,6,tools_and_instruments
634,n04233124,lumbermill,7,vehicles_and_buildings
635,n04235860,magnetic compass,6,tools_and_instruments
636,n04239436,mailbag,4,clothing_and_accessories
637,n04243546,mailbox,5,furniture_and_appliances
638,n04251144,maillot,4,clothing_and_accessories
639,n04252077,maillot tank suit,4,clothing_and_accessories
640,n04252225,manhole cover,7,vehicles_and_buildings
641,n04254680,maraca,6,tools_and_instruments
642,n04254777,marimba,6,tools_and_instruments
643,n04258138,mask,4,clothing_and_accessories
644,n04259630,matchstick,6,tools_and_instruments
645,n04270147,maypole,7,vehicles_and_buildings
646,n04273569,maze,7,vehicles_and_buildings
647,n04275548,measuring cup,3,food_plants_and_nature
648,n04295881,medicine chest,5,furniture_and_appliances
649,n04310018,megalith,7,vehicles_and_buildings
650,n04317175,microphone,6,tools_and_instruments
651,n04325704,microwave,5,furniture_and_appliances
652,n04326547,military uniform,4,clothing_and_accessories
653,n04332074,milk can,3,food_plants_and_nature
654,n04346328,minibus,7,vehicles_and_buildings
655,n04347754,miniskirt,4,clothing_and_accessories
656,n04349306,minivan,7,vehicles_and_buildings
657,n04350905,missile,7,vehicles_and_buildings
658,n04355338,mitten,4,clothing_and_accessories
659,n04367480,mixing bowl,3,food_plants_and_nature
660,n04371430,mobile home,7,vehicles_and_buildings
661,n04373704,Model T,7,vehicles_and_buildings
662,n04373894,modem,5,furniture_and_appliances
663,n04376876,monastery,7,vehicles_and_buildings
664,n04381587,monitor,5,furniture_and_appliances
665,n04389033,moped,7,vehicles_and_buildings
666,n04392985,mortar,3,food_plants_and_nature
667,n04398044,mortarboard,4,clothing_and_accessories
668,n04404412,mosque,7,vehicles_and_buildings
669,n04409515,mosquito net,5,furniture_and_appliances
670,n04411264,motor scooter,7,vehicles_and_buildings
671,n04417672,mountain bike,7,vehicles_and_buildings
672,n04418357,mountain tent,7,vehicles_and_buildings
673,n04421872,mouse,6,tools_and_instruments
674,n04423845,mousetrap,5,furniture_and_appliances
675,n04428191,moving van,7,vehicles_and_buildings
676,n04435653,muzzle,4,clothing_and_accessories
677,n04442312,nail,6,tools_and_instruments
678,n04443257,neck brace,4,clothing_and_accessories
679,n04453156,necklace,4,clothing_and_accessories
680,n04458633,nipple,3,food_plants_and_nature
681,n04462240,notebook,6,tools_and_instruments
682,n04464615,obelisk,7,vehicles_and_buildings
683,n04465501,oboe,6,tools_and_instruments
684,n04467665,ocarina,6,tools_and_instruments
685,n04482393,odometer,6,tools_and_instruments
686,n04483307,oil filter,6,tools_and_instruments
687,n04486054,organ,6,tools_and_instruments
688,n04487081,oscilloscope,6,tools_and_instruments
689,n04487394,overskirt,4,clothing_and_accessories
690,n04489817,oxcart,7,vehicles_and_buildings
691,n04491638,oxygen mask,4,clothing_and_accessories
692,n04496726,packet,5,furniture_and_appliances
693,n04498389,paddle,6,tools_and_instruments
694,n04501370,paddlewheel,7,vehicles_and_buildings
695,n04507155,padlock,6,tools_and_instruments
696,n04509417,paintbrush,6,tools_and_instruments
697,n04515003,pajama,4,clothing_and_accessories
698,n04517823,palace,7,vehicles_and_buildings
699,n04522168,panpipe,6,tools_and_instruments
700,n04523525,paper towel,5,furniture_and_appliances
701,n04525305,parachute,4,clothing_and_accessories
702,n04525584,parallel bars,6,tools_and_instruments
703,n04532106,park bench,7,vehicles_and_buildings
704,n04536866,parking meter,7,vehicles_and_buildings
705,n04540053,passenger car,7,vehicles_and_buildings
706,n04542943,patio,5,furniture_and_appliances
707,n04548362,pay-phone,6,tools_and_instruments
708,n04550184,pedestal,5,furniture_and_appliances
709,n04552348,pencil box,6,tools_and_instruments
710,n04553703,pencil sharpener,6,tools_and_instruments
711,n04554684,perfume,4,clothing_and_accessories
712,n04555897,Petri dish,3,food_plants_and_nature
713,n04562935,photocopier,5,furniture_and_appliances
714,n04576002,pick,6,tools_and_instruments
715,n04579432,pickelhaube,4,clothing_and_accessories
716,n04584207,picket fence,7,vehicles_and_buildings
717,n04589890,pickup,7,vehicles_and_buildings
718,n04590129,pier,7,vehicles_and_buildings
719,n04591157,piggy bank,5,furniture_and_appliances
720,n04596742,pill bottle,3,food_plants_and_nature
721,n04613696,pillow,5,furniture_and_appliances
722,n06267145,ping-pong ball,6,tools_and_instruments
723,n06359193,pinwheel,5,furniture_and_appliances
724,n06595351,pirate,7,vehicles_and_buildings
725,n06785654,pitcher,3,food_plants_and_nature
726,n07711080,plane,6,tools_and_instruments
727,n07711569,planetarium,7,vehicles_and_buildings
728,n07713763,plastic bag,4,clothing_and_accessories
729,n07714448,plate rack,5,furniture_and_appliances
730,n07714571,plow,7,vehicles_and_buildings
731,n07714990,plunger,6,tools_and_instruments
732,n07715103,Polaroid camera,6,tools_and_instruments
733,n07715221,pole,7,vehicles_and_buildings
734,n07716358,police van,7,vehicles_and_buildings
735,n07716906,poncho,4,clothing_and_accessories
736,n07717410,pool table,5,furniture_and_appliances
737,n07717556,pop bottle,3,food_plants_and_nature
738,n07718472,pot,3,food_plants_and_nature
739,n07718747,potter's wheel,6,tools_and_instruments
740,n07719213,power drill,6,tools_and_instruments
741,n07720277,prayer rug,5,furniture_and_appliances
742,n07720875,printer,5,furniture_and_appliances
743,n07721195,prison,7,vehicles_and_buildings
744,n07721678,projectile,7,vehicles_and_buildings
745,n07722485,projector,5,furniture_and_appliances
746,n07723039,puck,6,tools_and_instruments
747,n07723177,punching bag,6,tools_and_instruments
748,n07723559,purse,4,clothing_and_accessories
749,n07725531,quill,6,tools_and_instruments
750,n07726095,quilt,5,furniture_and_appliances
751,n07727048,racer,7,vehicles_and_buildings
752,n07729485,racket,6,tools_and_instruments
753,n07730033,radiator,5,furniture_and_appliances
754,n07730406,radio,5,furniture_and_appliances
755,n07732747,radio telescope,7,vehicles_and_buildings
756,n07734292,rain barrel,5,furniture_and_appliances
757,n07734744,recreational vehicle,7,vehicles_and_buildings
758,n07735404,reel,5,furniture_and_appliances
759,n07735510,reflex camera,6,tools_and_instruments
760,n07735803,refrigerator,5,furniture_and_appliances
761,n07736692,remote control,6,tools_and_instruments
762,n07737745,restaurant,7,vehicles_and_buildings
763,n07739344,revolver,6,tools_and_instruments
764,n07742313,rifle,6,tools_and_instruments
765,n07743544,rocking chair,5,furniture_and_appliances
766,n07743902,rotisserie,5,furniture_and_appliances
767,n07744246,rubber eraser,6,tools_and_instruments
768,n07744811,rugby ball,6,tools_and_instruments
769,n07745466,rule,6,tools_and_instruments
770,n07745940,running shoe,4,clothing_and_accessories
771,n07746186,safe,5,furniture_and_appliances
772,n07747607,safety pin,4,clothing_and_accessories
773,n07749446,saltshaker,3,food_plants_and_nature
774,n07749582,sandal,4,clothing_and_accessories
775,n07749969,sarong,4,clothing_and_accessories
776,n07751451,sax,6,tools_and_instruments
777,n07753113,scabbard,4,clothing_and_accessories
778,n07753275,scale,5,furniture_and_appliances
779,n07753592,school bus,7,vehicles_and_buildings
780,n07754684,schooner,7,vehicles_and_buildings
781,n07757132,scoreboard,5,furniture_and_appliances
782,n07758680,screen,5,furniture_and_appliances
783,n07760859,screw,6,tools_and_instruments
784,n07762913,screwdriver,6,tools_and_instruments
785,n07764155,seat belt,4,clothing_and_accessories
786,n07765208,sewing machine,5,furniture_and_appliances
787,n07765361,shield,4,clothing_and_accessories
788,n07766173,shoe shop,7,vehicles_and_buildings
789,n07767171,shoji,5,furniture_and_appliances
790,n07767549,shopping basket,6,tools_and_instruments
791,n07768694,shopping cart,6,tools_and_instruments
792,n07769584,shovel,6,tools_and_instruments
793,n07770763,shower cap,4,clothing_and_accessories
794,n07771212,shower curtain,5,furniture_and_appliances
795,n07772147,ski,6,tools_and_instruments
796,n07772274,ski mask,4,clothing_and_accessories
797,n07772788,sleeping bag,5,furniture_and_appliances
798,n07772935,slide rule,6,tools_and_instruments
799,n07774719,sliding door,5,furniture_and_appliances
800,n07775050,slot,5,furniture_and_appliances
801,n07775197,snorkel,4,clothing_and_accessories
802,n07929351,snowmobile,7,vehicles_and_buildings
803,n09193705,snowplow,7,vehicles_and_buildings
804,n09246464,soap dispenser,5,furniture_and_appliances
805,n09256479,soccer ball,6,tools_and_instruments
806,n09270735,sock,4,clothing_and_accessories
807,n09288635,solar dish,7,vehicles_and_buildings
808,n09332890,sombrero,4,clothing_and_accessories
809,n09344324,soup bowl,3,food_plants_and_nature
810,n09399592,space bar,6,tools_and_instruments
811,n09421951,space heater,5,furniture_and_appliances
812,n09428293,space shuttle,7,vehicles_and_buildings
813,n09468604,spatula,3,food_plants_and_nature
814,n09472597,speedboat,7,vehicles_and_buildings
815,n11608250,spider web,3,food_plants_and_nature
816,n11636835,spindle,5,furniture_and_appliances
817,n11664418,sports car,7,vehicles_and_buildings
818,n11695974,spotlight,5,furniture_and_appliances
819,n11703669,stage,7,vehicles_and_buildings
820,n11709205,steam locomotive,7,vehicles_and_buildings
821,n11709674,steel arch bridge,7,vehicles_and_buildings
822,n11712282,steel drum,6,tools_and_instruments
823,n11721337,stethoscope,6,tools_and_instruments
824,n11725821,stole,4,clothing_and_accessories
825,n11727540,stone wall,7,vehicles_and_buildings
826,n11733054,stopwatch,4,clothing_and_accessories
827,n11736694,stove,5,furniture_and_appliances
828,n11748811,strainer,3,food_plants_and_nature
829,n11756669,streetcar,7,vehicles_and_buildings
830,n11757851,stretcher,5,furniture_and_appliances
831,n11759404,studio couch,5,furniture_and_appliances
832,n11759853,stupa,7,vehicles_and_buildings
833,n11770256,submarine,7,vehicles_and_buildings
834,n11793779,suit,4,clothing_and_accessories
835,n11805956,sundial,6,tools_and_instruments
836,n11807979,sunglass,4,clothing_and_accessories
837,n11810358,sunglasses,4,clothing_and_accessories
838,n11821184,sunscreen,4,clothing_and_accessories
839,n11826198,suspension bridge,7,vehicles_and_buildings
840,n11839568,swab,4,clothing_and_accessories
841,n11859737,sweatshirt,4,clothing_and_accessories
842,n11879895,swimming trunks,4,clothing_and_accessories
843,n11887119,swing,7,vehicles_and_buildings
844,n11888800,switch,5,furniture_and_appliances
845,n11889619,syringe,6,tools_and_instruments
846,n11901294,table lamp,5,furniture_and_appliances
847,n11901597,tank,7,vehicles_and_buildings
848,n11901977,tape player,5,furniture_and_appliances
849,n11903671,teapot,3,food_plants_and_nature
850,n11904109,teddy,6,tools_and_instruments
851,n11906917,television,5,furniture_and_appliances
852,n11907100,tennis ball,6,tools_and_instruments
853,n11908846,thatch,7,vehicles_and_buildings
854,n11921395,theater curtain,5,furniture_and_appliances
855,n11923397,thimble,4,clothing_and_accessories
856,n11939491,thresher,7,vehicles_and_buildings
857,n11943660,throne,5,furniture_and_appliances
858,n11943992,tile roof,7,vehicles_and_buildings
859,n11947802,toaster,5,furniture_and_appliances
860,n11950345,tobacco shop,7,vehicles_and_buildings
861,n11955896,toilet seat,5,furniture_and_appliances
862,n11958080,torch,6,tools_and_instruments
863,n11960245,totem pole,7,vehicles_and_buildings
864,n11962272,tow truck,7,vehicles_and_buildings
865,n11969607,toyshop,7,vehicles_and_buildings
866,n11971248,tractor,7,vehicles_and_buildings
867,n11971783,trailer truck,7,vehicles_and_buildings
868,n11978233,tray,3,food_plants_and_nature
869,n11980318,trench coat,4,clothing_and_accessories
870,n12023407,tricycle,7,vehicles_and_buildings
871,n12023726,trimaran,7,vehicles_and_buildings
872,n12043673,tripod,6,tools_and_instruments
873,n12043836,triumphal arch,7,vehicles_and_buildings
874,n12044467,trolleybus,7,vehicles_and_buildings
875,n12047345,trombone,6,tools_and_instruments
876,n12047884,tub,5,furniture_and_appliances
877,n12049282,turnstile,7,vehicles_and_buildings
878,n12049562,typewriter keyboard,5,furniture_and_appliances
879,n12050533,umbrella,4,clothing_and_accessories
880,n12051103,unicycle,7,vehicles_and_buildings
881,n12052787,upright,6,tools_and_instruments
882,n12055516,vacuum,5,furniture_and_appliances
883,n12056217,vase,5,furniture_and_appliances
884,n12058630,vault,5,furniture_and_appliances
885,n12059314,velvet,4,clothing_and_accessories
886,n12059625,vending machine,5,furniture_and_appliances
887,n12062468,vestment,4,clothing_and_accessories
888,n12064389,viaduct,7,vehicles_and_buildings
889,n12065316,violin,6,tools_and_instruments
890,n12069679,volleyball,6,tools_and_instruments
891,n12070016,waffle iron,3,food_plants_and_nature
892,n12072722,wall clock,5,furniture_and_appliances
893,n12073991,wallet,4,clothing_and_accessories
894,n12074408,wardrobe,5,furniture_and_appliances
895,n12074867,warplane,7,vehicles_and_buildings
896,n12075010,washbasin,5,furniture_and_appliances
897,n12075151,washer,5,furniture_and_appliances
898,n12076223,water bottle,3,food_plants_and_nature
899,n12076577,water jug,3,food_plants_and_nature
900,n12083591,water tower,7,vehicles_and_buildings
901,n12084890,whiskey jug,3,food_plants_and_nature
902,n12085267,whistle,4,clothing_and_accessories
903,n12086012,wig,4,clothing_and_accessories
904,n12093329,window screen,5,furniture_and_appliances
905,n12144580,window shade,5,furniture_and_appliances
906,n12154773,Windsor tie,4,clothing_and_accessories
907,n12158031,wine bottle,3,food_plants_and_nature
908,n12172364,wing,7,vehicles_and_buildings
909,n12189987,wok,3,food_plants_and_nature
910,n12190410,wooden spoon,3,food_plants_and_nature
911,n12199790,wool,4,clothing_and_accessories
912,n12201580,worm fence,7,vehicles_and_buildings
913,n12202936,wreck,7,vehicles_and_buildings
914,n12242409,yawl,7,vehicles_and_buildings
915,n12261808,yurt,7,vehicles_and_buildings
916,n12266796,web site,6,tools_and_instruments
917,n12267677,comic book,6,tools_and_instruments
918,n12269241,crossword puzzle,6,tools_and_instruments
919,n12272883,street sign,6,tools_and_instruments
920,n12276872,traffic light,7,vehicles_and_buildings
921,n12278650,book jacket,6,tools_and_instruments
922,n12281788,menu,6,tools_and_instruments
923,n12281974,plate,3,food_plants_and_nature
924,n12282737,guacamole,3,food_plants_and_nature
925,n12284262,consomme,3,food_plants_and_nature
926,n12290748,hot pot,3,food_plants_and_nature
927,n12293723,trifle,3,food_plants_and_nature
928,n12301445,ice cream,3,food_plants_and_nature
929,n12302071,ice lolly,3,food_plants_and_nature
930,n12304703,French loaf,3,food_plants_and_nature
931,n12317296,bagel,3,food_plants_and_nature
932,n12345899,pretzel,3,food_plants_and_nature
933,n12360108,cheeseburger,3,food_plants_and_nature
934,n12401684,hotdog,3,food_plants_and_nature
935,n12403994,mashed potato,3,food_plants_and_nature
936,n12407079,head cabbage,3,food_plants_and_nature
937,n12407222,broccoli,3,food_plants_and_nature
938,n12478768,cauliflower,3,food_plants_and_nature
939,n12492106,zucchini,3,food_plants_and_nature
940,n12495895,spaghetti squash,3,food_plants_and_nature
941,n12496427,acorn squash,3,food_plants_and_nature
942,n12496949,butternut squash,3,food_plants_and_nature
943,n12513613,cucumber,3,food_plants_and_nature
944,n12513933,artichoke,3,food_plants_and_nature
945,n12523475,bell pepper,3,food_plants_and_nature
946,n12527738,cardoon,3,food_plants_and_nature
947,n12544539,mushroom,3,food_plants_and_nature
948,n12560282,Granny Smith,3,food_plants_and_nature
949,n12570394,strawberry,3,food_plants_and_nature
950,n12570972,orange,3,food_plants_and_nature
951,n12582231,lemon,3,food_plants_and_nature
952,n12606438,fig,3,food_plants_and_nature
953,n12620546,pineapple,3,food_plants_and_nature
954,n12658118,banana,3,food_plants_and_nature
955,n12663023,jackfruit,3,food_plants_and_nature
956,n12683407,custard apple,3,food_plants_and_nature
957,n12713866,pomegranate,3,food_plants_and_nature
958,n12717072,hay,3,food_plants_and_nature
959,n12726670,carbonara,3,food_plants_and_nature
960,n12727101,chocolate sauce,3,food_plants_and_nature
961,n12727518,dough,3,food_plants_and_nature
962,n12741792,meat loaf,3,food_plants_and_nature
963,n12753007,pizza,3,food_plants_and_nature
964,n12754003,potpie,3,food_plants_and_nature
965,n12754981,burrito,3,food_plants_and_nature
966,n12755225,red wine,3,food_plants_and_nature
967,n12755727,espresso,3,food_plants_and_nature
968,n12756457,cup,3,food_plants_and_nature
969,n12765115,eggnog,3,food_plants_and_nature
970,n12768682,alp,3,food_plants_and_nature
971,n12774299,bubble,3,food_plants_and_nature
972,n12830222,cliff,3,food_plants_and_nature
973,n12833149,coral reef,3,food_plants_and_nature
974,n12833985,geyser,3,food_plants_and_nature
975,n12836862,lakeside,3,food_plants_and_nature
976,n12879527,promontory,3,food_plants_and_nature
977,n12884260,sandbar,3,food_plants_and_nature
978,n12890265,seashore,3,food_plants_and_nature
979,n12916511,valley,3,food_plants_and_nature
980,n12946849,volcano,3,food_plants_and_nature
981,n12966945,ballplayer,4,clothing_and_accessories
982,n12985420,groom,4,clothing_and_accessories
983,n12985857,scuba diver,4,clothing_and_accessories
984,n12987056,rapeseed,3,food_plants_and_nature
985,n12998815,daisy,3,food_plants_and_nature
986,n13001930,yellow lady's slipper,3,food_plants_and_nature
987,n13011595,corn,3,food_plants_and_nature
988,n13032115,acorn,3,food_plants_and_nature
989,n13037406,hip,3,food_plants_and_nature
990,n13040303,buckeye,3,food_plants_and_nature
991,n13043926,coral fungus,3,food_plants_and_nature
992,n13044778,agaric,3,food_plants_and_nature
993,n13049953,gyromitra,3,food_plants_and_nature
994,n13052670,stinkhorn,3,food_plants_and_nature
995,n13054560,earthstar,3,food_plants_and_nature
996,n13060190,hen-of-the-woods,3,food_plants_and_nature
997,n13111881,bolete,3,food_plants_and_nature
998,n13133613,ear,3,food_plants_and_nature
999,n13136316,toilet tissue,5,furniture_and_appliances
